,0 dose,0 dose stddev,90 dose,90 dose stddev,180 dose,180 dose stddev,270 dose,270 dose stddev
0,0.006080796753024266,0.0022126984135653754,0.0,0.0,0.0,0.0,0.0,0.0
1,0.01938690004481366,0.0060849352504975755,0.0,0.0,0.0,0.0,0.0,0.0
2,0.018518394431880993,0.008758530509611949,0.0,0.0,0.0,0.0,0.0,0.0
3,0.031772494664437156,0.009523044354255918,0.0,0.0,0.0,0.0,0.0,0.0
4,0.03512428337454408,0.010915438445358888,0.0,0.0,0.0,0.0,0.0,0.0
5,0.05549897433764388,0.011712116283184864,0.0,0.0,0.0,0.0,0.0,0.0
6,0.020779406806133032,0.007556177207908885,0.0,0.0,0.0,0.0,0.0,0.0
7,0.04459284328131591,0.013111161886339094,0.0,0.0,0.0,0.0,0.0,0.0
8,0.047089595555016996,0.009216591696679918,0.0,0.0,0.0,0.0,0.0,0.0
9,0.02827615248272757,0.006940538554605738,0.0,0.0,0.0,0.0,1.1438844163902298,0.16738563205260137
10,0.05888438655826392,0.01207859660357836,0.0,0.0,0.0,0.0,0.8633718188916358,0.14385353249438643
11,0.07969179038051019,0.015143624920294344,0.0,0.0,0.0,0.0,0.6286123855755502,0.12633594013680466
12,0.0,0.0,0.0,0.0,44.73823985570024,1.1054491763606833,0.0,0.0
13,0.0,0.0,0.0,0.0,35.47464415790985,0.9760958056824939,0.0,0.0
14,0.0,0.0,0.0,0.0,26.904549106090876,0.8470014779634734,0.0,0.0
